REFERENCE_ID,TREATMENT,GENERATION,PATCH,CASTCOUNT,CONFCOUNT
52,A,0,3,0,0
52,A,0,4,0,0
52,A,0,5,0,0
52,A,0,6,0,0
52,A,0,7,0,0
52,A,0,8,0,0
52,A,0,9,0,0
52,A,0,10,0,0
52,A,0,11,0,0
52,A,0,12,0,0
52,A,0,13,0,0
52,A,0,14,0,0
52,A,0,15,0,0
52,A,0,16,0,0
52,A,1,1,48,0
52,A,1,2,37,0
52,A,1,3,37,0
52,A,1,4,3,0
52,A,1,5,0,0
52,A,1,6,0,0
52,A,1,7,0,0
52,A,1,8,0,0
52,A,1,9,0,0
52,A,1,10,0,0
52,A,1,11,0,0
52,A,1,12,0,0
52,A,1,13,0,0
52,A,1,14,0,0
52,A,1,15,0,0
52,A,1,16,0,0
52,A,2,1,116,0
52,A,2,2,82,0
52,A,2,3,50,0
52,A,2,4,60,0
52,A,2,5,68,0
52,A,2,6,0,0
52,A,2,7,0,0
52,A,2,8,0,0
52,A,2,9,0,0
52,A,2,10,0,0
52,A,2,11,0,0
52,A,2,12,0,0
52,A,2,13,0,0
52,A,2,14,0,0
52,A,2,15,0,0
52,A,2,16,0,0
52,A,3,1,213,0
52,A,3,2,159,0
52,A,3,3,161,0
52,A,3,4,131,0
52,A,3,5,85,0
52,A,3,6,51,0
52,A,3,7,63,0
52,A,3,8,2,0
52,A,3,9,0,0
52,A,3,10,0,0
52,A,3,11,0,0
52,A,3,12,0,0
52,A,3,13,0,0
52,A,3,14,0,0
52,A,3,15,0,0
52,A,3,16,0,0
52,A,4,1,215,0
52,A,4,2,211,0
52,A,4,3,194,0
52,A,4,4,159,0
52,A,4,5,119,0
52,A,4,6,157,0
52,A,4,7,40,0
52,A,4,8,150,0
52,A,4,9,2,0
52,A,4,10,0,0
52,A,4,11,0,0
52,A,4,12,0,0
52,A,4,13,0,0
52,A,4,14,0,0
52,A,4,15,0,0
52,A,4,16,0,0
52,A,5,1,337,0
52,A,5,2,244,0
52,A,5,3,221,0
52,A,5,4,331,0
52,A,5,5,242,0
52,A,5,6,256,0
52,A,5,7,162,0
52,A,5,8,351,0
52,A,5,9,0,0
52,A,5,10,0,0
52,A,5,11,0,0
52,A,5,12,0,0
52,A,5,13,0,0
52,A,5,14,0,0
52,A,5,15,0,0
52,A,5,16,0,0
52,A,6,1,217,0
52,A,6,2,248,0
52,A,6,3,301,0
52,A,6,4,167,0
52,A,6,5,271,0
52,A,6,6,262,0
52,A,6,7,259,0
52,A,6,8,217,0
52,A,6,9,0,0
52,A,6,10,0,0
52,A,6,11,0,0
52,A,6,12,0,0
52,A,6,13,0,0
52,A,6,14,0,0
52,A,6,15,0,0
52,A,6,16,0,0
52,A,7,1,212,0
52,A,7,2,248,0
52,A,7,3,300,0
52,A,7,4,197,0
52,A,7,5,220,0
52,A,7,6,385,0
52,A,7,7,139,0
52,A,7,8,91,0
52,A,7,9,83,0
52,A,7,10,60,0
52,A,7,11,23,0
52,A,7,12,0,0
52,A,7,13,0,0
52,A,7,14,0,0
52,A,7,15,0,0
52,A,7,16,0,0
52,A,8,1,214,0
52,A,8,2,329,0
52,A,8,3,222,0
52,A,8,4,344,0
52,A,8,5,159,0
52,A,8,6,292,0
52,A,8,7,196,0
52,A,8,8,272,0
52,A,8,9,120,0
52,A,8,10,111,0
52,A,8,11,122,0
52,A,8,12,60,0
52,A,8,13,0,0
52,A,8,14,0,0
52,A,8,15,0,0
52,A,8,16,0,0
62,D,0,1,50,0
62,D,0,2,0,0
62,D,0,3,0,0
62,D,0,4,0,0
62,D,0,5,0,0
62,D,0,6,0,0
62,D,0,7,0,0
62,D,0,8,0,0
62,D,0,9,0,50
62,D,0,10,0,50
62,D,0,11,0,50
62,D,0,12,0,50
62,D,0,13,0,50
62,D,0,14,0,50
62,D,0,15,0,50
62,D,0,16,0,50
62,D,1,1,35,0
62,D,1,2,55,0
62,D,1,3,37,0
62,D,1,4,0,0
62,D,1,5,0,0
62,D,1,6,0,0
62,D,1,7,0,0
62,D,1,8,0,14
62,D,1,9,0,163
62,D,1,10,0,160
62,D,1,11,0,172
62,D,1,12,0,148
62,D,1,13,0,122
62,D,1,14,0,265
62,D,1,15,0,156
62,D,1,16,0,182
62,D,2,1,NA,NA
62,D,2,2,NA,NA
62,D,2,3,NA,NA
62,D,2,4,NA,NA
62,D,2,5,NA,NA
62,D,2,6,NA,NA
62,D,2,7,NA,NA
62,D,2,8,NA,NA
62,D,2,9,NA,NA
62,D,2,10,NA,NA
62,D,2,11,NA,NA
62,D,2,12,NA,NA
62,D,2,13,NA,NA
62,D,2,14,NA,NA
62,D,2,15,NA,NA
62,D,2,16,NA,NA
62,D,3,1,148,0
62,D,3,2,129,0
62,D,3,3,93,0
62,D,3,4,118,0
62,D,3,5,65,0
62,D,3,6,54,0
62,D,3,7,20,0
62,D,3,8,0,348
62,D,3,9,0,348
62,D,3,10,0,189
62,D,3,11,0,244
62,D,3,12,0,298
62,D,3,13,0,346
62,D,3,14,0,232
62,D,3,15,0,280
62,D,3,16,0,273
62,D,4,1,178,0
62,D,4,2,118,0
62,D,4,3,141,0
62,D,4,4,124,0
62,D,4,5,123,0
62,D,4,6,93,5
62,D,4,7,52,47
62,D,4,8,15,149
62,D,4,9,0,71
62,D,4,10,0,469
62,D,4,11,0,328
62,D,4,12,0,249
62,D,4,13,0,219
62,D,4,14,0,301
62,D,4,15,0,84
62,D,4,16,0,150
62,D,5,1,257,0
62,D,5,2,229,0
62,D,5,3,222,0
62,D,5,4,224,1
62,D,5,5,199,17
62,D,5,6,135,39
62,D,5,7,84,142
62,D,5,8,11,149
62,D,5,9,12,69
62,D,5,10,0,453
62,D,5,11,0,177
62,D,5,12,0,391
62,D,5,13,0,360
62,D,5,14,0,282
62,D,5,15,0,234
62,D,5,16,0,95
62,D,6,1,249,0
62,D,6,2,353,0
62,D,6,3,256,2
62,D,6,4,168,9
62,D,6,5,127,20
62,D,6,6,162,110
62,D,6,7,53,190
62,D,6,8,16,231
62,D,6,9,9,280
62,D,6,10,1,250
62,D,6,11,1,278
62,D,6,12,0,321
62,D,6,13,0,341
62,D,6,14,0,200
62,D,6,15,0,390
62,D,6,16,0,215
62,D,7,1,370,0
62,D,7,2,218,1
62,D,7,3,241,10
62,D,7,4,285,21
62,D,7,5,162,68
62,D,7,6,148,180
62,D,7,7,48,137
62,D,7,8,24,281
62,D,7,9,21,401
62,D,7,10,2,293
62,D,7,11,0,254
62,D,7,12,0,314
62,D,7,13,0,504
62,D,7,14,0,211
62,D,7,15,0,398
62,D,7,16,0,284
62,D,8,1,226,0
62,D,8,2,279,0
62,D,8,3,273,15
62,D,8,4,205,31
62,D,8,5,157,127
62,D,8,6,87,203
62,D,8,7,44,179
62,D,8,8,23,290
62,D,8,9,11,303
62,D,8,10,3,388
62,D,8,11,0,366
62,D,8,12,0,263
62,D,8,13,0,321
62,D,8,14,0,246
62,D,8,15,0,356
62,D,8,16,0,368
63,D,0,1,50,0
63,D,0,2,0,0
63,D,0,3,0,0
63,D,0,4,0,0
63,D,0,5,0,0
63,D,0,6,0,0
63,D,0,7,0,0
63,D,0,8,0,0
63,D,0,9,0,50
63,D,0,10,0,50
63,D,0,11,0,50
63,D,0,12,0,50
63,D,0,13,0,50
63,D,0,14,0,50
63,D,0,15,0,50
63,D,0,16,0,50
63,D,1,1,17,0
63,D,1,2,41,0
63,D,1,3,0,0
63,D,1,4,0,0
63,D,1,5,0,0
63,D,1,6,0,0
63,D,1,7,0,0
63,D,1,8,0,6
63,D,1,9,0,143
63,D,1,10,0,95
63,D,1,11,0,141
63,D,1,12,0,129
63,D,1,13,0,211
63,D,1,14,0,119
63,D,1,15,0,119
63,D,1,16,0,160
63,D,2,1,69,0
63,D,2,2,166,0
63,D,2,3,0,0
63,D,2,4,0,0
63,D,2,5,0,0
63,D,2,6,0,0
63,D,2,7,0,1
63,D,2,8,0,73
63,D,2,9,0,260
63,D,2,10,0,327
63,D,2,11,0,245
63,D,2,12,0,353
63,D,2,13,0,416
63,D,2,14,0,208
63,D,2,15,0,288
63,D,2,16,0,263
63,D,3,1,62,0
63,D,3,2,126,0
63,D,3,3,109,0
63,D,3,4,33,0
63,D,3,5,7,0
63,D,3,6,0,0
63,D,3,7,0,67
63,D,3,8,0,285
63,D,3,9,0,99
63,D,3,10,0,408
63,D,3,11,0,229
63,D,3,12,0,252
63,D,3,13,0,478
63,D,3,14,0,304
63,D,3,15,0,193
63,D,3,16,0,177
63,D,4,1,156,0
63,D,4,2,140,0
63,D,4,3,201,0
63,D,4,4,86,0
63,D,4,5,65,24
63,D,4,6,1,72
63,D,4,7,1,194
63,D,4,8,2,437
63,D,4,9,0,297
63,D,4,10,0,225
63,D,4,11,0,331
63,D,4,12,0,310
63,D,4,13,0,276
63,D,4,14,0,386
63,D,4,15,0,277
63,D,4,16,0,275
63,D,5,1,265,0
63,D,5,2,244,0
63,D,5,3,305,5
63,D,5,4,152,22
63,D,5,5,80,122
63,D,5,6,6,208
63,D,5,7,59,371
63,D,5,8,4,371
63,D,5,9,0,363
63,D,5,10,0,227
63,D,5,11,0,332
63,D,5,12,0,312
63,D,5,13,0,217
63,D,5,14,0,200
63,D,5,15,0,258
63,D,5,16,0,256
63,D,6,1,346,2
63,D,6,2,316,6
63,D,6,3,238,24
63,D,6,4,120,53
63,D,6,5,58,58
63,D,6,6,51,231
63,D,6,7,19,226
63,D,6,8,7,259
63,D,6,9,7,392
63,D,6,10,2,337
63,D,6,11,0,296
63,D,6,12,1,270
63,D,6,13,0,431
63,D,6,14,0,340
63,D,6,15,0,313
63,D,6,16,0,281
63,D,7,1,393,17
63,D,7,2,264,5
63,D,7,3,160,49
63,D,7,4,189,87
63,D,7,5,25,186
63,D,7,6,112,183
63,D,7,7,76,352
63,D,7,8,12,346
63,D,7,9,5,244
63,D,7,10,4,348
63,D,7,11,0,280
63,D,7,12,0,226
63,D,7,13,0,347
63,D,7,14,0,325
63,D,7,15,0,310
63,D,7,16,0,341
63,D,8,1,253,9
63,D,8,2,303,12
63,D,8,3,279,89
63,D,8,4,134,68
63,D,8,5,210,167
63,D,8,6,165,117
63,D,8,7,71,189
63,D,8,8,21,253
63,D,8,9,0,283
63,D,8,10,7,394
63,D,8,11,0,405
63,D,8,12,0,257
63,D,8,13,0,375
63,D,8,14,0,222
63,D,8,15,0,261
63,D,8,16,0,358
97,A,0,1,50,0
97,A,0,2,0,0
97,A,0,3,0,0
97,A,0,4,0,0
97,A,0,5,0,0
97,A,0,6,0,0
97,A,0,7,0,0
97,A,0,8,0,0
97,A,0,9,0,0
97,A,0,10,0,0
97,A,0,11,0,0
97,A,0,12,0,0
97,A,0,13,0,0
97,A,0,14,0,0
97,A,0,15,0,0
97,A,0,16,0,0
97,A,1,1,43,0
97,A,1,2,29,0
97,A,1,3,5,0
97,A,1,4,0,0
97,A,1,5,0,0
97,A,1,6,0,0
97,A,1,7,0,0
97,A,1,8,0,0
97,A,1,9,0,0
97,A,1,10,0,0
97,A,1,11,0,0
97,A,1,12,0,0
97,A,1,13,0,0
97,A,1,14,0,0
97,A,1,15,0,0
97,A,1,16,0,0
97,A,2,1,51,0
97,A,2,2,86,0
97,A,2,3,7,0
97,A,2,4,0,0
97,A,2,5,0,0
97,A,2,6,0,0
97,A,2,7,0,0
97,A,2,8,0,0
97,A,2,9,0,0
97,A,2,10,0,0
97,A,2,11,0,0
97,A,2,12,0,0
97,A,2,13,0,0
97,A,2,14,0,0
97,A,2,15,0,0
97,A,2,16,0,0
97,A,3,1,78,0
97,A,3,2,103,0
97,A,3,3,114,0
97,A,3,4,12,0
97,A,3,5,0,0
97,A,3,6,0,0
97,A,3,7,0,0
97,A,3,8,0,0
97,A,3,9,0,0
97,A,3,10,0,0
97,A,3,11,0,0
97,A,3,12,0,0
97,A,3,13,0,0
97,A,3,14,0,0
97,A,3,15,0,0
97,A,3,16,0,0
97,A,4,1,212,0
97,A,4,2,149,0
97,A,4,3,148,0
97,A,4,4,65,0
97,A,4,5,52,0
97,A,4,6,32,0
97,A,4,7,0,0
97,A,4,8,0,0
97,A,4,9,0,0
97,A,4,10,0,0
97,A,4,11,0,0
97,A,4,12,0,0
97,A,4,13,0,0
97,A,4,14,0,0
97,A,4,15,0,0
97,A,4,16,0,0
97,A,5,1,265,0
97,A,5,2,195,0
97,A,5,3,138,0
97,A,5,4,181,0
97,A,5,5,129,0
97,A,5,6,71,0
97,A,5,7,106,0
97,A,5,8,28,0
97,A,5,9,0,0
97,A,5,10,0,0
97,A,5,11,0,0
97,A,5,12,0,0
97,A,5,13,0,0
97,A,5,14,0,0
97,A,5,15,0,0
97,A,5,16,0,0
97,A,6,1,235,0
97,A,6,2,212,0
97,A,6,3,188,0
97,A,6,4,153,0
97,A,6,5,213,0
97,A,6,6,164,0
97,A,6,7,146,0
97,A,6,8,160,0
97,A,6,9,0,0
97,A,6,10,0,0
97,A,6,11,0,0
97,A,6,12,0,0
97,A,6,13,0,0
97,A,6,14,0,0
97,A,6,15,0,0
97,A,6,16,0,0
97,A,7,1,292,0
97,A,7,2,199,0
97,A,7,3,192,0
97,A,7,4,257,0
97,A,7,5,247,0
97,A,7,6,214,0
97,A,7,7,226,0
97,A,7,8,228,0
97,A,7,9,0,0
97,A,7,10,0,0
97,A,7,11,0,0
97,A,7,12,0,0
97,A,7,13,0,0
97,A,7,14,0,0
97,A,7,15,0,0
97,A,7,16,0,0
97,A,8,1,323,0
97,A,8,2,189,0
97,A,8,3,212,0
97,A,8,4,241,0
97,A,8,5,236,0
97,A,8,6,137,0
97,A,8,7,114,0
97,A,8,8,32,0
97,A,8,9,59,0
97,A,8,10,61,0
97,A,8,11,1,0
97,A,8,12,0,0
97,A,8,13,0,0
97,A,8,14,0,0
97,A,8,15,0,0
97,A,8,16,0,0
98,A,0,1,50,0
98,A,0,2,0,0
98,A,0,3,0,0
98,A,0,4,0,0
98,A,0,5,0,0
98,A,0,6,0,0
98,A,0,7,0,0
98,A,0,8,0,0
98,A,0,9,0,0
98,A,0,10,0,0
98,A,0,11,0,0
98,A,0,12,0,0
98,A,0,13,0,0
98,A,0,14,0,0
98,A,0,15,0,0
98,A,0,16,0,0
98,A,1,1,20,0
98,A,1,2,58,0
98,A,1,3,15,0
98,A,1,4,0,0
98,A,1,5,0,0
98,A,1,6,0,0
98,A,1,7,0,0
98,A,1,8,0,0
98,A,1,9,0,0
98,A,1,10,0,0
98,A,1,11,0,0
98,A,1,12,0,0
98,A,1,13,0,0
98,A,1,14,0,0
98,A,1,15,0,0
98,A,1,16,0,0
98,A,2,1,107,0
98,A,2,2,35,0
98,A,2,3,48,0
98,A,2,4,48,0
98,A,2,5,16,0
98,A,2,6,0,0
98,A,2,7,0,0
98,A,2,8,0,0
98,A,2,9,0,0
98,A,2,10,0,0
98,A,2,11,0,0
98,A,2,12,0,0
98,A,2,13,0,0
98,A,2,14,0,0
98,A,2,15,0,0
98,A,2,16,0,0
98,A,3,1,113,0
98,A,3,2,150,0
98,A,3,3,87,0
98,A,3,4,59,0
98,A,3,5,41,0
98,A,3,6,56,0
98,A,3,7,27,0
98,A,3,8,0,0
98,A,3,9,0,0
98,A,3,10,0,0
98,A,3,11,0,0
98,A,3,12,0,0
98,A,3,13,0,0
98,A,3,14,0,0
98,A,3,15,0,0
98,A,3,16,0,0
98,A,4,1,214,0
98,A,4,2,161,0
98,A,4,3,201,0
98,A,4,4,164,0
98,A,4,5,177,0
98,A,4,6,93,0
98,A,4,7,31,0
98,A,4,8,43,0
98,A,4,9,35,0
98,A,4,10,1,0
98,A,4,11,0,0
98,A,4,12,0,0
98,A,4,13,0,0
98,A,4,14,0,0
98,A,4,15,0,0
98,A,4,16,0,0
98,A,5,1,224,0
98,A,5,2,212,0
98,A,5,3,173,0
98,A,5,4,236,0
98,A,5,5,153,0
98,A,5,6,126,0
98,A,5,7,178,0
98,A,5,8,75,0
98,A,5,9,62,0
98,A,5,10,119,0
98,A,5,11,3,0
98,A,5,12,0,0
98,A,5,13,0,0
98,A,5,14,0,0
98,A,5,15,0,0
98,A,5,16,0,0
98,A,6,1,133,0
98,A,6,2,247,0
98,A,6,3,240,0
98,A,6,4,150,0
98,A,6,5,281,0
98,A,6,6,187,0
98,A,6,7,153,0
98,A,6,8,176,0
98,A,6,9,103,0
98,A,6,10,19,0
98,A,6,11,65,0
98,A,6,12,70,0
98,A,6,13,22,0
98,A,6,14,1,0
98,A,6,15,0,0
98,A,6,16,0,0
98,A,7,1,153,0
98,A,7,2,246,0
98,A,7,3,239,0
98,A,7,4,264,0
98,A,7,5,133,0
98,A,7,6,316,0
98,A,7,7,251,0
98,A,7,8,106,0
98,A,7,9,166,0
98,A,7,10,146,0
98,A,7,11,89,0
98,A,7,12,183,0
98,A,7,13,92,0
98,A,7,14,0,0
98,A,7,15,0,0
98,A,7,16,0,0
98,A,8,1,170,0
98,A,8,2,197,0
98,A,8,3,172,0
98,A,8,4,253,0
98,A,8,5,172,0
98,A,8,6,177,0
98,A,8,7,142,0
98,A,8,8,197,0
98,A,8,9,146,0
98,A,8,10,163,0
98,A,8,11,165,0
98,A,8,12,219,0
98,A,8,13,36,0
98,A,8,14,71,0
98,A,8,15,28,0
98,A,8,16,0,0
99,A,0,1,50,0
99,A,0,2,0,0
99,A,0,3,0,0
99,A,0,4,0,0
99,A,0,5,0,0
99,A,0,6,0,0
99,A,0,7,0,0
99,A,0,8,0,0
99,A,0,9,0,0
99,A,0,10,0,0
99,A,0,11,0,0
99,A,0,12,0,0
99,A,0,13,0,0
99,A,0,14,0,0
99,A,0,15,0,0
99,A,0,16,0,0
99,A,1,1,38,0
99,A,1,2,49,0
99,A,1,3,32,0
99,A,1,4,1,0
99,A,1,5,0,0
99,A,1,6,0,0
99,A,1,7,0,0
99,A,1,8,0,0
99,A,1,9,0,0
99,A,1,10,0,0
99,A,1,11,0,0
99,A,1,12,0,0
99,A,1,13,0,0
99,A,1,14,0,0
99,A,1,15,0,0
99,A,1,16,0,0
99,A,2,1,133,0
99,A,2,2,119,0
99,A,2,3,82,0
99,A,2,4,5,0
99,A,2,5,0,0
99,A,2,6,0,0
99,A,2,7,0,0
99,A,2,8,0,0
99,A,2,9,0,0
99,A,2,10,0,0
99,A,2,11,0,0
99,A,2,12,0,0
99,A,2,13,0,0
99,A,2,14,0,0
99,A,2,15,0,0
99,A,2,16,0,0
99,A,3,1,292,0
99,A,3,2,134,0
99,A,3,3,146,0
99,A,3,4,15,0
99,A,3,5,11,0
99,A,3,6,0,0
99,A,3,7,0,0
99,A,3,8,0,0
99,A,3,9,0,0
99,A,3,10,0,0
99,A,3,11,0,0
99,A,3,12,0,0
99,A,3,13,0,0
99,A,3,14,0,0
99,A,3,15,0,0
99,A,3,16,0,0
99,A,4,1,227,0
99,A,4,2,227,0
99,A,4,3,45,0
99,A,4,4,89,0
99,A,4,5,47,0
99,A,4,6,0,0
99,A,4,7,0,0
99,A,4,8,0,0
99,A,4,9,0,0
99,A,4,10,0,0
99,A,4,11,0,0
99,A,4,12,0,0
99,A,4,13,0,0
99,A,4,14,0,0
99,A,4,15,0,0
99,A,4,16,0,0
99,A,5,1,235,0
99,A,5,2,205,0
99,A,5,3,124,0
99,A,5,4,98,0
99,A,5,5,55,0
99,A,5,6,55,0
99,A,5,7,60,0
99,A,5,8,19,0
99,A,5,9,0,0
99,A,5,10,0,0
99,A,5,11,0,0
99,A,5,12,0,0
99,A,5,13,0,0
99,A,5,14,0,0
99,A,5,15,0,0
99,A,5,16,0,0
99,A,6,1,218,0
99,A,6,2,215,0
99,A,6,3,118,0
99,A,6,4,234,0
99,A,6,5,134,0
99,A,6,6,208,0
99,A,6,7,154,0
99,A,6,8,14,0
99,A,6,9,29,0
99,A,6,10,7,0
99,A,6,11,1,0
99,A,6,12,0,0
99,A,6,13,0,0
99,A,6,14,0,0
99,A,6,15,0,0
99,A,6,16,0,0
99,A,7,1,254,0
99,A,7,2,197,0
99,A,7,3,208,0
99,A,7,4,158,0
99,A,7,5,309,0
99,A,7,6,147,0
99,A,7,7,122,0
99,A,7,8,157,0
99,A,7,9,31,0
99,A,7,10,29,0
99,A,7,11,60,0
99,A,7,12,35,0
99,A,7,13,30,0
99,A,7,14,1,0
99,A,7,15,0,0
99,A,7,16,0,0
99,A,8,1,202,0
99,A,8,2,180,0
99,A,8,3,222,0
99,A,8,4,159,0
99,A,8,5,168,0
99,A,8,6,42,0
99,A,8,7,155,0
99,A,8,8,126,0
99,A,8,9,174,0
99,A,8,10,114,0
99,A,8,11,95,0
99,A,8,12,67,0
99,A,8,13,39,0
99,A,8,14,62,0
99,A,8,15,0,0
99,A,8,16,0,0
109,D,0,1,50,0
109,D,0,2,0,0
109,D,0,3,0,0
109,D,0,4,0,0
109,D,0,5,0,0
109,D,0,6,0,0
109,D,0,7,0,0
109,D,0,8,0,0
109,D,0,9,0,50
109,D,0,10,0,50
109,D,0,11,0,50
109,D,0,12,0,50
109,D,0,13,0,50
109,D,0,14,0,50
109,D,0,15,0,50
109,D,0,16,0,50
109,D,1,1,14,0
109,D,1,2,69,0
109,D,1,3,34,0
109,D,1,4,0,0
109,D,1,5,0,0
109,D,1,6,0,0
109,D,1,7,0,0
109,D,1,8,0,10
109,D,1,9,0,131
109,D,1,10,0,165
109,D,1,11,0,134
109,D,1,12,0,105
109,D,1,13,0,130
109,D,1,14,0,124
109,D,1,15,0,135
109,D,1,16,0,124
109,D,2,1,37,0
109,D,2,2,23,0
109,D,2,3,20,0
109,D,2,4,29,0
109,D,2,5,15,0
109,D,2,6,0,0
109,D,2,7,0,0
109,D,2,8,0,12
109,D,2,9,0,276
109,D,2,10,0,353
109,D,2,11,0,326
109,D,2,12,0,313
109,D,2,13,0,296
109,D,2,14,0,289
109,D,2,15,0,308
109,D,2,16,0,243
109,D,3,1,110,0
109,D,3,2,85,0
109,D,3,3,54,0
109,D,3,4,47,0
109,D,3,5,44,4
109,D,3,6,22,28
109,D,3,7,13,22
109,D,3,8,0,74
109,D,3,9,0,374
109,D,3,10,0,176
109,D,3,11,0,275
109,D,3,12,0,453
109,D,3,13,0,236
109,D,3,14,0,285
109,D,3,15,0,205
109,D,3,16,0,239
109,D,4,1,158,0
109,D,4,2,156,1
109,D,4,3,171,1
109,D,4,4,161,4
109,D,4,5,119,38
109,D,4,6,51,47
109,D,4,7,26,112
109,D,4,8,0,190
109,D,4,9,1,339
109,D,4,10,0,270
109,D,4,11,0,155
109,D,4,12,0,410
109,D,4,13,0,264
109,D,4,14,0,303
109,D,4,15,0,275
109,D,4,16,0,165
109,D,5,1,195,0
109,D,5,2,157,0
109,D,5,3,201,0
109,D,5,4,130,13
109,D,5,5,165,56
109,D,5,6,62,89
109,D,5,7,40,255
109,D,5,8,9,236
109,D,5,9,8,290
109,D,5,10,2,256
109,D,5,11,0,193
109,D,5,12,0,231
109,D,5,13,0,345
109,D,5,14,0,330
109,D,5,15,0,250
109,D,5,16,0,414
109,D,6,1,218,0
109,D,6,2,281,0
109,D,6,3,170,0
109,D,6,4,271,43
109,D,6,5,101,51
109,D,6,6,57,121
109,D,6,7,41,187
109,D,6,8,15,200
109,D,6,9,22,276
109,D,6,10,4,194
109,D,6,11,0,303
109,D,6,12,0,319
109,D,6,13,0,255
109,D,6,14,0,307
109,D,6,15,0,271
109,D,6,16,0,258
109,D,7,1,188,1
109,D,7,2,135,1
109,D,7,3,157,8
109,D,7,4,105,27
109,D,7,5,88,25
109,D,7,6,97,185
109,D,7,7,29,229
109,D,7,8,11,345
109,D,7,9,13,247
109,D,7,10,1,240
109,D,7,11,0,525
109,D,7,12,4,342
109,D,7,13,1,403
109,D,7,14,0,366
109,D,7,15,0,424
109,D,7,16,0,316
109,D,8,1,225,2
109,D,8,2,189,1
109,D,8,3,198,15
109,D,8,4,63,31
109,D,8,5,46,97
109,D,8,6,8,220
109,D,8,7,26,201
109,D,8,8,9,257
109,D,8,9,13,213
109,D,8,10,13,290
109,D,8,11,2,205
109,D,8,12,0,153
109,D,8,13,0,100
109,D,8,14,0,107
109,D,8,15,0,53
109,D,8,16,0,20
110,D,0,1,50,0
110,D,0,2,0,0
110,D,0,3,0,0
110,D,0,4,0,0
110,D,0,5,0,0
110,D,0,6,0,0
110,D,0,7,0,0
110,D,0,8,0,0
110,D,0,9,0,50
110,D,0,10,0,50
110,D,0,11,0,50
110,D,0,12,0,50
110,D,0,13,0,50
110,D,0,14,0,50
110,D,0,15,0,50
110,D,0,16,0,50
110,D,1,1,13,0
110,D,1,2,63,0
110,D,1,3,36,0
110,D,1,4,11,0
110,D,1,5,0,0
110,D,1,6,0,0
110,D,1,7,0,0
110,D,1,8,0,0
110,D,1,9,0,118
110,D,1,10,0,186
110,D,1,11,0,112
110,D,1,12,0,193
110,D,1,13,0,119
110,D,1,14,0,123
110,D,1,15,0,112
110,D,1,16,0,165
110,D,2,1,161,0
110,D,2,2,82,0
110,D,2,3,80,0
110,D,2,4,6,0
110,D,2,5,20,0
110,D,2,6,0,0
110,D,2,7,0,0
110,D,2,8,0,3
110,D,2,9,0,267
110,D,2,10,0,352
110,D,2,11,0,244
110,D,2,12,0,439
110,D,2,13,0,201
110,D,2,14,0,291
110,D,2,15,0,201
110,D,2,16,0,126
110,D,3,1,175,0
110,D,3,2,77,0
110,D,3,3,56,0
110,D,3,4,126,0
110,D,3,5,17,0
110,D,3,6,20,0
110,D,3,7,6,0
110,D,3,8,0,15
110,D,3,9,0,369
110,D,3,10,2,341
110,D,3,11,1,243
110,D,3,12,0,429
110,D,3,13,0,295
110,D,3,14,0,442
110,D,3,15,0,346
110,D,3,16,0,341
110,D,4,1,118,0
110,D,4,2,201,0
110,D,4,3,92,0
110,D,4,4,84,1
110,D,4,5,88,0
110,D,4,6,61,2
110,D,4,7,90,16
110,D,4,8,4,80
110,D,4,9,1,86
110,D,4,10,7,348
110,D,4,11,1,247
110,D,4,12,0,247
110,D,4,13,0,250
110,D,4,14,0,189
110,D,4,15,0,210
110,D,4,16,0,223
110,D,5,1,298,0
110,D,5,2,184,0
110,D,5,3,197,0
110,D,5,4,253,1
110,D,5,5,203,1
110,D,5,6,224,33
110,D,5,7,129,144
110,D,5,8,15,129
110,D,5,9,9,251
110,D,5,10,0,135
110,D,5,11,0,215
110,D,5,12,7,312
110,D,5,13,0,306
110,D,5,14,0,426
110,D,5,15,0,160
110,D,5,16,0,373
110,D,6,1,257,0
110,D,6,2,236,0
110,D,6,3,203,0
110,D,6,4,275,3
110,D,6,5,247,14
110,D,6,6,134,47
110,D,6,7,149,158
110,D,6,8,22,214
110,D,6,9,10,261
110,D,6,10,1,335
110,D,6,11,6,431
110,D,6,12,1,268
110,D,6,13,2,449
110,D,6,14,1,291
110,D,6,15,2,268
110,D,6,16,0,217
110,D,7,1,205,0
110,D,7,2,237,0
110,D,7,3,249,1
110,D,7,4,222,3
110,D,7,5,182,7
110,D,7,6,146,118
110,D,7,7,119,127
110,D,7,8,38,220
110,D,7,9,33,341
110,D,7,10,10,252
110,D,7,11,12,441
110,D,7,12,1,327
110,D,7,13,0,430
110,D,7,14,0,253
110,D,7,15,0,458
110,D,7,16,0,322
110,D,8,1,222,0
110,D,8,2,227,0
110,D,8,3,319,3
110,D,8,4,338,19
110,D,8,5,243,62
110,D,8,6,86,131
110,D,8,7,31,109
110,D,8,8,9,423
110,D,8,9,2,151
110,D,8,10,2,180
110,D,8,11,4,379
110,D,8,12,1,197
110,D,8,13,13,397
110,D,8,14,0,236
110,D,8,15,0,253
110,D,8,16,0,205
112,D,0,1,50,0
112,D,0,2,0,0
112,D,0,3,0,0
112,D,0,4,0,0
112,D,0,5,0,0
112,D,0,6,0,0
112,D,0,7,0,0
112,D,0,8,0,0
112,D,0,9,0,50
112,D,0,10,0,50
