run,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100
Fn-1.05,1.156395191,1.490422983,0.480232128,0.418658837,0.384921718,0.33082106,0.305223156,0.275932296,0.252292701,0.244474285,0.228412465,0.214533973,0.200496436,0.197453384,0.188834855,0.180088385,0.172084665,0.171248398,0.165494002,0.160528965,0.161199373,0.156587177,0.15017326,0.146580831,0.146889217,0.14323455,0.138890202,0.139361223,0.135606905,0.135783701,0.133953881,0.12958062,0.132252236,0.128444889,0.124947429,0.126456124,0.123902041,0.124884437,0.122840604,0.119699268,0.120840029,0.118796481,0.119402428,0.116825059,0.114751511,0.116148467,0.113278251,0.114678391,0.112478818,0.114369936,0.111179997,0.110346446,0.111212158,0.109016563,0.108032292,0.108567335,0.106568215,0.108109418,0.106788544,0.106845199,0.105330022,0.104676363,0.105990168,0.105162694,0.105840213,0.103837619,0.102522907,0.10340144,0.101577189,0.099966641,0.100991675,0.098961936,0.099570926,0.098945153,0.096737065,0.097776515,0.097208077,0.098138332,0.096472901,0.097035947,0.095752681,0.095331778,0.09575734,0.094319473,0.092681052,0.094017131,0.093163401,0.094072372,0.092438794,0.093133732,0.092470371,0.090503222,0.091006173,0.089894285,0.088837344,0.08904713,0.088411268,0.089509667,0.087979562
Fn-1,1.162549096,1.470727617,0.488270804,0.43605153,0.401364706,0.348278022,0.318539695,0.290080441,0.266337662,0.245609284,0.239121939,0.22249282,0.21285216,0.202946224,0.19373432,0.191887286,0.183957686,0.178028491,0.178956053,0.171347102,0.166396942,0.161180498,0.161108683,0.157479282,0.15366662,0.148475377,0.150548494,0.147539106,0.14323217,0.143775236,0.140710849,0.137011566,0.137574873,0.134339576,0.131459574,0.133128256,0.129868471,0.128741545,0.129730513,0.128323211,0.126505126,0.127171585,0.124709879,0.122583403,0.123275773,0.120313561,0.119155055,0.119569899,0.117893648,0.116498491,0.117304149,0.115198699,0.117512609,0.115857882,0.113835938,0.115045617,0.1129327,0.111987038,0.111381704,0.110039523,0.108158652,0.106704158,0.10791379,0.106634498,0.108063259,0.106001476,0.10666887,0.105546915,0.104799898,0.10486707,0.10429522,0.103355828,0.10432037,0.103043012,0.102211504,0.102974763,0.102152896,0.101181274,0.101538538,0.100331223,0.099448228,0.100743975,0.09942482,0.10028365,0.098497227,0.097834603,0.098110972,0.097093498,0.097036108,0.098014323,0.096597944,0.095082839,0.095512966,0.094835533,0.093931808,0.095302288,0.094459042,0.093680435,0.094659556
alphamn-0.75,1.142430339,1.481366466,0.484886112,0.426841812,0.393526529,0.340395829,0.311477874,0.28085909,0.257649851,0.238773946,0.223925611,0.207235417,0.203820682,0.194022358,0.185130501,0.178191367,0.169879869,0.16436287,0.163714529,0.158107539,0.154173451,0.14840447,0.144135373,0.145030904,0.140402242,0.13651961,0.134044446,0.130763599,0.131403684,0.129239175,0.126278877,0.123564143,0.124606961,0.122161904,0.119882072,0.117772543,0.118307807,0.116501784,0.114678472,0.113386397,0.114491252,0.112222558,0.109719249,0.108247921,0.109418727,0.107614021,0.106440385,0.106901539,0.10570279,0.103295958,0.104284375,0.102046463,0.100740648,0.099252524,0.101034139,0.099228106,0.098398807,0.096509179,0.097719552,0.096126918,0.095273884,0.094228386,0.095643962,0.094329975,0.093287766,0.094427339,0.093165883,0.091275989,0.092443793,0.090817919,0.089983832,0.08901291,0.089288043,0.088912645,0.087706324,0.086543808,0.085766131,0.086431597,0.085214861,0.08433721,0.08467136,0.084144332,0.083104421,0.082202167,0.083153541,0.082180654,0.081175665,0.081671624,0.081338328,0.080355789,0.079782887,0.080579374,0.079517704,0.080869693,0.079746756,0.078770217,0.077831409,0.077326371,0.077775474
alphamn-1.25,1.152001111,1.485310478,0.497740546,0.437232014,0.408286024,0.349041846,0.324335609,0.295142076,0.272516524,0.251041963,0.24356965,0.231674387,0.222896853,0.209691736,0.207847441,0.201355284,0.192537241,0.18998648,0.185973239,0.179771661,0.179132356,0.174477989,0.170562078,0.169996639,0.166092205,0.161745972,0.162760858,0.158763576,0.155479192,0.155136987,0.151903599,0.148888693,0.149942688,0.147544754,0.147911227,0.147039542,0.147377527,0.145139772,0.142093246,0.143304552,0.140896197,0.138515949,0.139872077,0.136345803,0.136814928,0.134033211,0.132391752,0.134009189,0.131024803,0.132511307,0.130769809,0.132294743,0.130642416,0.130640493,0.129061785,0.127184336,0.128896877,0.126765634,0.125308053,0.126483363,0.12410193,0.124780073,0.123885464,0.124899762,0.124077311,0.122796377,0.12341443,0.122144844,0.119641833,0.120613788,0.119418438,0.11919548,0.118296139,0.11890644,0.116164526,0.115710115,0.11703609,0.115832588,0.115925666,0.115483946,0.114575515,0.114508486,0.113875434,0.115888005,0.11351624,0.111894411,0.112770311,0.111460122,0.111529361,0.110601729,0.108874626,0.109678973,0.108350565,0.109540036,0.108890752,0.107999433,0.108547896,0.106842918,0.107832615
alphanm-0.75,1.141793246,1.474102368,0.487625152,0.420879959,0.376324428,0.340712727,0.313140339,0.291978501,0.263935817,0.250672282,0.241595653,0.235655995,0.227455761,0.222313509,0.216173376,0.213560529,0.20686953,0.203186243,0.197180029,0.195159749,0.191747902,0.191228075,0.189268421,0.185650937,0.182261403,0.179854087,0.177908627,0.176132523,0.174499944,0.173533268,0.171581466,0.170368227,0.168257355,0.167080923,0.164668749,0.162816904,0.161904004,0.161535375,0.159536465,0.158300361,0.155459781,0.154235494,0.152847579,0.151581796,0.151154409,0.14952045,0.148107563,0.146607117,0.145208124,0.144596837,0.144642448,0.143454652,0.14126313,0.139637718,0.139514841,0.138821196,0.137953761,0.135994777,0.135858795,0.134055208,0.13483269,0.134794521,0.133242119,0.13325618,0.130995986,0.130026699,0.13085505,0.128505645,0.128095564,0.128331821,0.127949047,0.128088576,0.127238255,0.126633872,0.12544828,0.123420494,0.123582753,0.123221923,0.121656399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alphanm-1.25,1.150132114,1.498811917,0.498588386,0.447607292,0.419616284,0.366352816,0.333436683,0.294290075,0.271485555,0.25659895,0.242804027,0.224340235,0.215339911,0.201332896,0.195066961,0.185878343,0.181463199,0.172901129,0.170855129,0.162561468,0.160194931,0.153459814,0.14777428,0.145246212,0.139570003,0.135673676,0.133947384,0.13025757,0.126388288,0.125549452,0.121298244,0.118872612,0.117819808,0.115138394,0.112317738,0.111697419,0.109647269,0.106467801,0.104632554,0.104808626,0.102421442,0.100287833,0.097794695,0.097940583,0.095548216,0.094117371,0.092867631,0.093086007,0.091459488,0.090025937,0.088438709,0.086373909,0.086503217,0.085380034,0.084316978,0.083241293,0.081449007,0.081353939,0.080157233,0.079414498,0.07889977,0.077860247,0.077919599,0.0771463,0.075847164,0.075187326,0.075304894,0.074263587,0.073484174,0.072588453,0.071609187,0.07083922,0.069858101,0.069789065,0.069041439,0.068218742,0.067590486,0.067077465,0.066342705,0.066446451,0.065576381,0.065206022,0.064359243,0.064146116,0.063157572,0.062747337,0.062846534,0.062290595,0.061645908,0.061289552,0.061057031,0.060198659,0.05964675,0.059388246,0.058823052,0.058891198,0.058749588,0.058052232,0.05783803
Fm-0.75,1.156883232,1.345719353,0.568934209,0.422068475,0.398669438,0.340370974,0.314916397,0.282752993,0.256882246,0.247794603,0.231248376,0.216525615,0.210128144,0.200923008,0.192829654,0.183380506,0.183762581,0.175921928,0.169196404,0.167340962,0.159808917,0.160550752,0.156762603,0.150622461,0.151215335,0.146050951,0.146799986,0.143023356,0.144024407,0.140721404,0.137151943,0.137949818,0.133763397,0.134311083,0.131307133,0.128470554,0.129366825,0.1273558,0.12701991,0.124242213,0.125422366,0.122817036,0.12348497,0.121605099,0.122051806,0.120588462,0.120462159,0.118717477,0.116176668,0.117525345,0.114038774,0.114783485,0.112793343,0.113888748,0.11142717,0.112173803,0.11131779,0.112603643,0.110706345,0.110218896,0.109107857,0.109492861,0.108710492,0.106591339,0.107708621,0.105717937,0.105653349,0.104868791,0.105277761,0.103055159,0.103803016,0.103001938,0.103642964,0.102046092,0.102456636,0.101358282,0.100483244,0.101519106,0.099804526,0.100958883,0.099491455,0.100253541,0.099569908,0.097699707,0.098929274,0.099259497,0.097835534,0.096080846,0.09646314,0.095322756,0.095919061,0.094811019,0.095919905,0.094614793,0.095032327,0.093456718,0.094207233,0.093401712,0.092694929
Fm-1.25,1.152041725,1.574488064,0.505318749,0.447910621,0.409912976,0.359701708,0.33253276,0.303764593,0.276174359,0.256171389,0.252807715,0.238476153,0.223221093,0.213652071,0.203994082,0.202274587,0.195092237,0.188029115,0.179665435,0.180615932,0.174564777,0.169244069,0.171938739,0.166845312,0.163213875,0.163061878,0.158608992,0.155121911,0.156862537,0.152776399,0.149931342,0.152725074,0.148472171,0.145940581,0.147043219,0.143753098,0.1404146,0.141257657,0.138851847,0.13763189,0.138344682,0.135471222,0.133684713,0.135163722,0.133029732,0.131173724,0.133132101,0.130669829,0.128575814,0.129137351,0.126875384,0.126045423,0.126134849,0.12463857,0.124526419,0.125779713,0.124431642,0.125092221,0.123286174,0.121361604,0.118459711,0.120044198,0.119395963,0.116965474,0.118201289,0.116964903,0.117855241,0.11644853,0.114273383,0.114725151,0.113865939,0.112604699,0.113733985,0.111161352,0.110353095,0.108824937,0.110091266,0.108510761,0.109056011,0.108152952,0.107709035,0.106790375,0.108666092,0.107955111,0.107431603,0.106911792,0.105320926,0.105774643,0.105236173,0.104028545,0.103978529,0.102916549,0.101775318,0.100029296,0.101271504,0.100099325,0.09900616,0.09931357,0.09868421
Fn-0.75,1.154192756,0.970921946,0.594450359,0.540476345,0.47756392,0.444544268,0.397371497,0.364177088,0.335210877,0.315258543,0.292952476,0.278948116,0.265670909,0.253696681,0.245780549,0.236975541,0.230091742,0.221708517,0.216396883,0.220140857,0.212753801,0.20807553,0.202223778,0.197926426,0.195055371,0.191528776,0.188514315,0.185633015,0.182370369,0.185739488,0.183161778,0.179615058,0.177037434,0.173526561,0.172519621,0.168509144,0.166157356,0.1637458,0.167708484,0.165065173,0.164062945,0.161357281,0.160051018,0.157223484,0.155314423,0.157239301,0.155376137,0.154067984,0.152302765,0.151609972,0.150423279,0.14954341,0.14781431,0.150346328,0.148265805,0.146306754,0.145419728,0.142613217,0.141360002,0.139512369,0.137861903,0.141324734,0.139639002,0.138357514,0.136915589,0.13615198,0.134750966,0.132248471,0.134283558,0.133788696,0.132929158,0.132084525,0.131211775,0.131229662,0.130283215,0.131919323,0.129799265,0.129318806,0.12882625,0.127403086,0.12564311,0.124902145,0.126971262,0.127123679,0.126143482,0.125140214,0.123597528,0.122197522,0.121995741,0.120567728,0.123113471,0.122272704,0.121963243,0.121526718,0.119993635,0.119304843,0.118318045,0.117642936,0.118743021
Fn-1.25,1.131598152,1.566153066,0.406048552,0.34643647,0.318990567,0.285825658,0.251531176,0.23444257,0.21315692,0.201492302,0.188766224,0.176429119,0.172690919,0.162495077,0.159018842,0.151746573,0.145345937,0.143659802,0.138835949,0.137127047,0.13216825,0.130850584,0.126189907,0.120999277,0.121474865,0.121567505,0.117991238,0.117662806,0.112723764,0.112106177,0.109772899,0.109485944,0.106487177,0.107164962,0.104326331,0.104538373,0.104559615,0.102986011,0.102111884,0.101345118,0.099608145,0.096714409,0.096455158,0.097199551,0.095106055,0.09579893,0.094568651,0.094469627,0.095186148,0.093023478,0.093122677,0.093139735,0.091226875,0.09108764,0.089825339,0.089458692,0.088109528,0.088278256,0.088974625,0.08764047,0.087975854,0.08772685,0.085437108,0.085154428,0.08362868,0.084321627,0.082430649,0.082629468,0.082898959,0.081754415,0.08177061,0.081266746,0.080742827,0.081333552,0.079883922,0.080853011,0.081216727,0.079517565,0.079863476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
