run,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100
alphanm-1.05,1.155144974,1.481996855,0.502012451,0.437299311,0.403136066,0.352848458,0.314632019,0.294900471,0.271351891,0.253336505,0.236697836,0.224648009,0.212274777,0.20458799,0.194474132,0.186131524,0.180180725,0.174982672,0.169552932,0.169277064,0.165984745,0.160792201,0.156302431,0.152959331,0.14972337,0.146082267,0.143356461,0.144374407,0.140338312,0.138784071,0.136550523,0.135140338,0.133334866,0.130359394,0.128612865,0.129889065,0.127276321,0.126744319,0.123664173,0.121890168,0.120065227,0.122000897,0.120335758,0.118966981,0.117426905,0.115216421,0.113817192,0.112486019,0.11386537,0.111522744,0.110395879,0.109721592,0.107754849,0.106615487,0.108289985,0.107131541,0.106004471,0.105207428,0.106514831,0.10600406,0.104827472,0.103228814,0.102123566,0.103125751,0.102986454,0.101872217,0.10067323,0.100242876,0.101210604,0.100349192,0.099554553,0.099080953,0.098208546,0.097011857,0.09850736,0.097682692,0.097626659,0.096009055,0.095308179,0.096808342,0.096376962,0.095180113,0.093932333,0.093494249,0.092680925,0.093910631,0.093049809,0.09259359,0.09147653,0.092599646,0.09166467,0.091146898,0.09022162,0.089664094,0.088240087,0.088905549,0.086897882,0.088092128,0.08711739
alphanm-1,1.15839026,1.487399368,0.488191779,0.434620413,0.401705968,0.347361179,0.319929312,0.289464804,0.265757955,0.244796927,0.237891341,0.223787315,0.212206053,0.202899377,0.193527609,0.191252545,0.18498532,0.176931908,0.171618048,0.171493666,0.166674911,0.161834628,0.156589295,0.156691849,0.152492981,0.14945006,0.149598441,0.145842772,0.142279212,0.143255523,0.139309943,0.13710992,0.138791024,0.136442112,0.132983807,0.133737934,0.130995698,0.128034364,0.12980997,0.126769506,0.12547084,0.126029114,0.123757664,0.12189992,0.123370274,0.121311363,0.118976112,0.119574539,0.118444611,0.115723195,0.117087734,0.115454579,0.116526511,0.114633688,0.112949158,0.114821759,0.113430253,0.112172969,0.113914902,0.112431266,0.110421827,0.111294804,0.109734824,0.110089654,0.108839843,0.107755432,0.106332116,0.106579022,0.106158545,0.104406832,0.104462214,0.10429153,0.104786105,0.103640277,0.102871445,0.102607115,0.102208303,0.100816031,0.101019364,0.099194814,0.097975292,0.097898981,0.096794161,0.096456899,0.09766684,0.09675732,0.095538042,0.096547382,0.095767674,0.09636515,0.095341666,0.094356696,0.095423867,0.094268078,0.095105848,0.094314415,0.094142171,0.093931498,0.093463539
Fm-0.95,1.147485787,1.454526991,0.502450224,0.435004464,0.403293482,0.343674694,0.320645557,0.290714848,0.26402242,0.244233687,0.237933306,0.224154926,0.211740557,0.201374877,0.192154589,0.190792571,0.182718789,0.175856324,0.169904097,0.170384949,0.165245625,0.159314088,0.159540869,0.155605288,0.151508878,0.146645021,0.146837038,0.143260633,0.140334565,0.140879534,0.139047556,0.139981846,0.136767544,0.134075475,0.130919764,0.132253367,0.129954241,0.127615011,0.127902797,0.125871591,0.123029546,0.124214411,0.122293845,0.12344379,0.122285847,0.121022293,0.120752493,0.119353754,0.117503677,0.118506945,0.117047696,0.115678903,0.113605906,0.114896064,0.113551242,0.114245898,0.112871555,0.113283288,0.112442668,0.111248933,0.111159745,0.108878024,0.107654464,0.10839506,0.107016456,0.10534568,0.106227289,0.104830778,0.105675728,0.104619446,0.103893849,0.104387058,0.102987497,0.101090271,0.101777237,0.100932144,0.100152135,0.100977048,0.099818976,0.097876677,0.099199436,0.098205686,0.099700179,0.098672937,0.098209656,0.097443742,0.096225409,0.094704077,0.095494752,0.094546614,0.093749625,0.094673928,0.09340891,0.094233395,0.093264928,0.092526345,0.093044012,0.092384814,0.091435761
Fm-0.96,1.147550997,1.464913638,0.504956397,0.429314237,0.399290097,0.345283201,0.320312147,0.28805519,0.263518064,0.244352036,0.237358955,0.223292962,0.210707546,0.198969047,0.192151885,0.190539016,0.182907604,0.177114991,0.175651811,0.17079327,0.165199224,0.159876505,0.154693963,0.155375064,0.150239533,0.1456598,0.147032849,0.143881226,0.140973114,0.14186232,0.139251172,0.136349058,0.137911192,0.1352039,0.132714157,0.132868482,0.131698007,0.128066215,0.12986727,0.126674819,0.128089485,0.126067309,0.123401942,0.124817533,0.123387951,0.120462291,0.120882436,0.119828835,0.11764858,0.115719398,0.116955717,0.116169391,0.1173995,0.116530416,0.114188873,0.114217201,0.112676238,0.110883107,0.110590466,0.108822877,0.107016817,0.108297814,0.106656452,0.108002492,0.107010707,0.107338102,0.10599,0.104646263,0.105004003,0.104166362,0.102978761,0.103663261,0.101726813,0.100604583,0.100701495,0.099403181,0.100356771,0.099333675,0.097819641,0.098074952,0.09773356,0.096226062,0.097586529,0.096009821,0.096527147,0.095750959,0.095088364,0.095567569,0.094585974,0.093598017,0.094066179,0.093845547,0.092321021,0.093202482,0.092299847,0.093116658,0.09207143,0.0915467,0.091816267
Fm-0.97,1.150093422,1.479684079,0.499922215,0.431735016,0.401916453,0.346809964,0.322874165,0.290648997,0.263402502,0.24478285,0.239441442,0.225361758,0.212595815,0.202856112,0.194773508,0.193277968,0.184044966,0.177742237,0.170849532,0.169846454,0.164066997,0.159128498,0.154551203,0.156061632,0.151150402,0.147111157,0.148803668,0.144150048,0.140386687,0.142149368,0.13849047,0.135173633,0.137408316,0.13372834,0.131397571,0.132177878,0.129719101,0.127105552,0.127635056,0.125733529,0.124056469,0.125215216,0.123136852,0.120109371,0.120987873,0.118437398,0.118934904,0.117386012,0.11596715,0.117087934,0.115218157,0.115929065,0.114809183,0.113146896,0.110732647,0.111366409,0.110696785,0.111669028,0.110747443,0.110065271,0.110579164,0.109208287,0.110693763,0.109031618,0.107688756,0.106101281,0.106882685,0.105723804,0.104678711,0.105077002,0.103758352,0.102298304,0.102789024,0.10143136,0.102291151,0.101452164,0.099980696,0.10134192,0.100266206,0.098958974,0.099894055,0.098882748,0.097140866,0.098727006,0.096857445,0.097414903,0.096933144,0.096069356,0.094825694,0.095660305,0.095057618,0.095501376,0.094600727,0.09300086,0.09438971,0.093453997,0.093654222,0.093594856,0.092617261
Fm-0.98,1.155971076,1.475530746,0.495284251,0.435605747,0.403641728,0.348779681,0.321077494,0.291080425,0.266900935,0.248005814,0.240181582,0.224594119,0.212297349,0.201372578,0.199878629,0.190698913,0.183485852,0.179824293,0.172575266,0.171298933,0.167100109,0.161365955,0.156926806,0.157998744,0.153322443,0.148749424,0.149696072,0.146720622,0.142478021,0.143593063,0.140715006,0.138030967,0.139187296,0.135651739,0.133483745,0.135416799,0.132067788,0.131450573,0.131879798,0.129076861,0.126794717,0.127820649,0.125843425,0.123691085,0.125378625,0.122895993,0.120771127,0.121459738,0.120136457,0.118843951,0.120352866,0.117982558,0.118265138,0.116886236,0.114424089,0.115160472,0.114226596,0.112313623,0.113562816,0.111996595,0.110231706,0.111340816,0.110520656,0.108486442,0.110376497,0.10784358,0.108643949,0.106506261,0.105066262,0.106182279,0.10544525,0.103776698,0.104533456,0.103078392,0.102667161,0.102846181,0.101849187,0.10034403,0.10161297,0.100324155,0.101098853,0.10053128,0.099670107,0.099793367,0.098927473,0.097376996,0.098053438,0.097219106,0.095772188,0.096591519,0.095927862,0.097010909,0.095480461,0.094133035,0.095710311,0.094352963,0.093091493,0.092303245,0.092775714
Fm-0.99,1.158363438,1.501455206,0.497596353,0.431024317,0.403443673,0.348411945,0.318539782,0.289828375,0.265016708,0.244551275,0.237926395,0.224689929,0.211644315,0.200498794,0.191741377,0.189610477,0.182527821,0.175297785,0.169945612,0.168978759,0.165820192,0.161049235,0.155957441,0.156077092,0.150852251,0.14789424,0.148977058,0.145560146,0.144017738,0.146339548,0.141451016,0.138097097,0.139843665,0.137227847,0.134602077,0.134574766,0.132030253,0.130318851,0.131467443,0.128715768,0.126347335,0.127530799,0.124639183,0.123896429,0.124241555,0.122466205,0.120623884,0.121736394,0.119142199,0.117017889,0.118014178,0.116157482,0.116980152,0.11487635,0.113395047,0.11490977,0.113891636,0.112413855,0.112863769,0.111107659,0.110648968,0.110887888,0.109680936,0.111066255,0.109581818,0.108154665,0.106538968,0.107987527,0.106330483,0.104765226,0.106565742,0.10502629,0.106432975,0.104703332,0.103856935,0.105570782,0.104185452,0.105067951,0.10343937,0.102168242,0.100797188,0.101544455,0.100036725,0.100916113,0.099849079,0.099630789,0.098176328,0.099167445,0.097907426,0.096474346,0.097281029,0.096793772,0.095617364,0.096058742,0.09561822,0.096712329,0.095277023,0.094219619,0.095312163
Fm-1.01,1.144474701,1.479369181,0.489260502,0.436172942,0.40148506,0.343641015,0.322231819,0.291836416,0.267446922,0.249803921,0.242399236,0.229750679,0.215266494,0.204642555,0.196031819,0.192671124,0.185131558,0.178235722,0.170976093,0.171985524,0.166517346,0.161877174,0.156774585,0.156732168,0.153658373,0.149530744,0.146204391,0.146590832,0.143793375,0.139829548,0.141449215,0.138710777,0.139143768,0.136931875,0.133633385,0.134494247,0.132247194,0.129264076,0.130375753,0.128525578,0.12585127,0.126707606,0.12502814,0.122574193,0.124069433,0.121878857,0.120372656,0.120776502,0.119074995,0.116837339,0.117078788,0.115544288,0.113685147,0.114382959,0.112974741,0.113428118,0.112792723,0.110223778,0.111519049,0.11029823,0.108810435,0.109429043,0.107733762,0.106109823,0.106197558,0.105313937,0.103658512,0.105178541,0.102945579,0.103724402,0.102923161,0.10187366,0.102364829,0.101920468,0.100790942,0.101879461,0.101110622,0.100123364,0.10057609,0.099428828,0.097743805,0.098473948,0.097080709,0.09626761,0.097649237,0.096697859,0.097787058,0.096159775,0.095524972,0.096313005,0.095215019,0.094507376,0.09454373,0.093803559,0.092737466,0.09314573,0.09274692,0.091679712,0.092733576
Fm-1.02,1.156214427,1.509440133,0.487161066,0.432849064,0.402896886,0.346140462,0.321172063,0.288237859,0.266914841,0.247496305,0.229774721,0.229497837,0.215410057,0.205658045,0.195813512,0.193363909,0.186267536,0.17887758,0.173954731,0.174161522,0.168601485,0.163576204,0.158695215,0.153456635,0.155312069,0.150434148,0.146190126,0.147649494,0.144259665,0.141634243,0.142889923,0.139344725,0.136595371,0.137241848,0.135480881,0.132748247,0.133090906,0.131351427,0.128936503,0.129635545,0.127983146,0.12872281,0.126745888,0.124123625,0.1254503,0.122426474,0.120117021,0.118986481,0.119565795,0.11750111,0.1161292,0.117233173,0.116057828,0.115996487,0.114446718,0.113439963,0.114244271,0.112016184,0.110137125,0.110859093,0.109620366,0.108676726,0.109827631,0.108303014,0.107490029,0.109121281,0.107680781,0.107621624,0.106722296,0.105271073,0.106351914,0.10435597,0.103743849,0.102424581,0.10343145,0.102020882,0.102838128,0.10138366,0.100970626,0.101387186,0.100727016,0.099542754,0.099741473,0.09850006,0.09808815,0.098711964,0.097873995,0.096794034,0.098146,0.097358152,0.097918415,0.096625531,0.095132036,0.094994238,0.095563698,0.09515887,0.094088184,0.094989415,0.093756157
Fm-1.03,1.156506679,1.494473685,0.487965276,0.431605722,0.400982225,0.350026227,0.322217626,0.290421611,0.269643876,0.247144721,0.238759689,0.226914231,0.213524454,0.203382185,0.194583622,0.194099137,0.185618712,0.179268298,0.173162084,0.172241628,0.168094972,0.16430282,0.158973456,0.160221977,0.155042989,0.150931724,0.146620909,0.147910798,0.14382805,0.139965535,0.142198292,0.137499424,0.135495026,0.135287545,0.133386711,0.131114585,0.13206889,0.129777465,0.131393419,0.128866363,0.127082559,0.127220301,0.125084553,0.122124506,0.121083921,0.121973299,0.119514788,0.120442723,0.11818388,0.116042911,0.114813415,0.115677799,0.114248849,0.11460002,0.113078973,0.112003593,0.112698627,0.110650351,0.109187222,0.110737369,0.108578662,0.108033337,0.108570196,0.107147685,0.108114293,0.107216162,0.105318401,0.103876792,0.104637167,0.103581587,0.104160717,0.103591581,0.102215547,0.102929534,0.102101139,0.100901146,0.101759334,0.100638796,0.099741601,0.100337709,0.099230678,0.098364277,0.098165526,0.098146152,0.097041214,0.097524219,0.096414,0.095056974,0.096435253,0.095429243,0.093683204,0.094621982,0.093529779,0.092719655,0.093635464,0.09332465,0.093766331,0.093873701,0.092737122
Fm-1.04,1.144379432,1.492891656,0.494213952,0.439406157,0.400498978,0.346177093,0.323157665,0.292100882,0.267153361,0.247025583,0.241313741,0.227069011,0.216600223,0.206276329,0.195775645,0.194975198,0.186201245,0.180466497,0.17261259,0.167826563,0.168239763,0.164564355,0.159755622,0.159928754,0.155422616,0.151928121,0.153383862,0.149741116,0.145908523,0.142590016,0.143711984,0.14080523,0.137973545,0.138572229,0.135642733,0.133064205,0.133918647,0.131904626,0.129072635,0.130960573,0.12868715,0.126728871,0.128105343,0.126742986,0.124150467,0.125090571,0.123733552,0.123573436,0.12254106,0.120107529,0.121774776,0.119212226,0.117482731,0.117738423,0.115587003,0.11444796,0.115309299,0.113730185,0.112360501,0.113509626,0.112225128,0.110978113,0.111299994,0.109640853,0.111045236,0.10995587,0.108381716,0.106609434,0.10770782,0.107220088,0.105842925,0.106435216,0.105095194,0.104321502,0.104002194,0.103949517,0.103782621,0.10255443,0.101118339,0.099830205,0.100670709,0.100035453,0.099931403,0.098992457,0.098392182,0.098445229,0.097887702,0.097606423,0.096442079,0.096954973,0.096129429,0.096515264,0.095623853,0.094895977,0.095501151,0.094184023,0.093633609,0.095070752,0.093614136
Fm-1.05,1.163594595,1.506443247,0.491115951,0.436172485,0.403828264,0.352815939,0.3257345,0.293674269,0.270866981,0.248149965,0.240466502,0.228778405,0.215150475,0.203701054,0.195832163,0.193588265,0.186350896,0.181917541,0.174505805,0.176277866,0.169973258,0.163983613,0.159294728,0.158805872,0.155336577,0.151593769,0.153036905,0.150212567,0.1468653,0.143496901,0.144298518,0.140878405,0.138427738,0.139411653,0.135153379,0.132682952,0.133267205,0.131547094,0.129406866,0.130215257,0.128885737,0.126054632,0.127340523,0.124901113,0.12348805,0.124444347,0.121926372,0.119430933,0.121249145,0.120106789,0.118186164,0.119402079,0.117163471,0.115117424,0.115784648,0.113998392,0.112957082,0.114183376,0.112519321,0.114570708,0.112100555,0.109212341,0.110681094,0.109055382,0.107430765,0.108267256,0.107654702,0.106216813,0.107691124,0.106109627,0.104932117,0.105694691,0.103315842,0.103136726,0.103880957,0.103452177,0.103784172,0.102532305,0.101402642,0.100523721,0.102122542,0.1007279,0.101362811,0.100568869,0.09968679,0.100446619,0.099908631,0.098621608,0.099153627,0.098323283,0.097032447,0.098142474,0.096489838,0.095723614,0.095013804,0.096118486,0.094930513,0.093352748,0.094877434
Fm-1,1.161440297,1.485517167,0.489103296,0.437061021,0.402304827,0.346394846,0.323889242,0.288521292,0.264460016,0.247162109,0.240872487,0.225869176,0.213274594,0.204577072,0.195201508,0.191799357,0.185292147,0.178979554,0.173126309,0.173960755,0.167818279,0.161122963,0.162317235,0.15771792,0.153642572,0.149882333,0.151436747,0.147647212,0.145130087,0.140426746,0.141027365,0.137811143,0.137752468,0.135708632,0.13262887,0.133150266,0.131301107,0.12870561,0.130241162,0.127966297,0.125739574,0.126649252,0.124536649,0.12227826,0.123480741,0.122275745,0.120460443,0.122138815,0.120101351,0.118106496,0.118782775,0.117072421,0.114351127,0.116008858,0.114269195,0.116002526,0.114007117,0.112449673,0.110878451,0.111498653,0.110149239,0.110806083,0.109158558,0.110291692,0.1089451,0.107578364,0.108018343,0.107638883,0.106487217,0.104906429,0.106497687,0.10535865,0.105906702,0.104640749,0.103096125,0.10160803,0.102233764,0.100468057,0.102024626,0.101137315,0.100775914,0.101423622,0.100458801,0.100120508,0.100286683,0.099900118,0.098194035,0.09867226,0.097310058,0.098367017,0.097513629,0.096953987,0.095396787,0.095517561,0.095008205,0.096183285,0.09544586,0.094685085,0.095099725
Fn-0.95,1.160377034,1.447674434,0.511896734,0.455187486,0.413462442,0.36113485,0.320602053,0.302351818,0.279624288,0.261043785,0.243235895,0.230245804,0.22605206,0.216022101,0.205815601,0.197455901,0.190294719,0.189801033,0.183926606,0.177938422,0.173218487,0.167153388,0.168818128,0.164465093,0.159994543,0.156038225,0.158370738,0.153866299,0.151099358,0.148350057,0.149249114,0.146718142,0.142764178,0.143467465,0.141579332,0.138531114,0.139880084,0.137628964,0.135752726,0.132682787,0.133899238,0.132163584,0.130294719,0.131741365,0.129847881,0.12849363,0.128809188,0.126540853,0.125025539,0.123542871,0.125104873,0.123018823,0.12215364,0.123765931,0.121155322,0.119707178,0.120260958,0.118868143,0.117631897,0.118211147,0.116329787,0.115453299,0.113976003,0.114813613,0.113434508,0.112178772,0.11012267,0.111876516,0.110093491,0.110963962,0.110762004,0.109661471,0.110209818,0.109215113,0.10798279,0.109305323,0.108518591,0.107539345,0.10615487,0.107354863,0.105902428,0.103691361,0.103429393,0.103566399,0.102544944,0.101190433,0.101797026,0.101440689,0.100370746,0.100840092,0.100475977,0.099384766,0.098565339,0.099080492,0.097529551,0.097675537,0.09886763,0.097643124,0.097170106
Fn-0.96,1.158193652,1.461898674,0.516383701,0.447643081,0.416896549,0.360251022,0.321330052,0.306334076,0.279526053,0.259530581,0.243091107,0.238420322,0.224146075,0.212627104,0.203678852,0.195321899,0.189035723,0.188211476,0.182837901,0.176641258,0.171915559,0.171799095,0.168180711,0.162839912,0.158340609,0.159403813,0.156093382,0.152409704,0.153370457,0.150675537,0.148383505,0.145464139,0.146353057,0.143614559,0.140473305,0.138187589,0.13907474,0.137052985,0.134775049,0.134635282,0.132046568,0.129655003,0.130373119,0.128610082,0.125983388,0.127338895,0.12615459,0.12460926,0.126355627,0.123483501,0.121679313,0.123295707,0.120675726,0.119594086,0.117273907,0.119735412,0.117857294,0.119231622,0.118520363,0.116923319,0.118547669,0.116314984,0.11483988,0.116035908,0.114192473,0.112671624,0.111324076,0.11260756,0.110702062,0.110002728,0.110847451,0.109551545,0.108721485,0.110301438,0.11002318,0.108538242,0.11031397,0.109236734,0.108125285,0.106735482,0.107576518,0.106023219,0.105734664,0.106913835,0.105475749,0.104571135,0.105551824,0.104935151,0.103001688,0.102243019,0.102906389,0.10259209,0.100859328,0.101352728,0.10056394,0.099621701,0.098898715,0.099623797,0.099119848
Fn-0.97,1.152113334,1.470080114,0.499081657,0.442417605,0.411925477,0.356324653,0.329363097,0.296508949,0.27272591,0.254249894,0.238457651,0.234154456,0.222741983,0.211466831,0.202432655,0.194981739,0.19385735,0.187060276,0.181148455,0.174870539,0.175474856,0.170050245,0.166143231,0.16098828,0.16238092,0.157246219,0.153421066,0.150536571,0.151348064,0.14749016,0.145114992,0.145167244,0.14219958,0.139281063,0.13634447,0.136911093,0.13464589,0.131903662,0.133260583,0.131113469,0.129100508,0.130783061,0.127527582,0.125927898,0.126462819,0.124286744,0.122329452,0.123953973,0.121955085,0.119878798,0.120990736,0.119419953,0.118133129,0.119092253,0.11699868,0.114469602,0.115019626,0.112927344,0.112387111,0.113429068,0.112272883,0.111533805,0.112054798,0.110996959,0.11001927,0.110432617,0.109586239,0.107954361,0.108792188,0.107581048,0.106708687,0.105479924,0.106546265,0.104670504,0.103434804,0.104671275,0.102721863,0.102372421,0.103093677,0.101631927,0.100687775,0.101201977,0.100574236,0.099110058,0.100250271,0.09869164,0.097424471,0.098683301,0.0979092,0.096940342,0.097932668,0.097145972,0.095713153,0.096709909,0.095925545,0.094494441,0.096020889,0.09562318,0.095110878
Fn-0.98,1.153407492,1.446064142,0.4993753,0.440162556,0.405411619,0.352133124,0.32598841,0.292700472,0.272144505,0.253398586,0.235940405,0.231303789,0.219008355,0.209012135,0.199515197,0.191784681,0.190103356,0.183167978,0.176395181,0.170260057,0.171749484,0.166275434,0.161634668,0.157084957,0.158134728,0.154460247,0.151419223,0.152988374,0.150595938,0.146614632,0.142639083,0.143660412,0.142120748,0.138344918,0.138889528,0.136610446,0.134119787,0.134627094,0.132841496,0.131080778,0.132893684,0.130853604,0.128149129,0.130351641,0.127993049,0.124747413,0.126136009,0.123289455,0.121396288,0.121917055,0.12159311,0.118861353,0.119532274,0.118202608,0.116658247,0.117771088,0.116001471,0.115205335,0.116172008,0.113957804,0.11221262,0.112564602,0.111223209,0.109651156,0.110503063,0.10896276,0.108150454,0.109348621,0.108302641,0.108260869,0.107148761,0.10487964,0.104606463,0.10503195,0.103078984,0.102071485,0.103213843,0.101930183,0.100797049,0.101255818,0.100922149,0.099622856,0.101132159,0.099761209,0.098871739,0.098599918,0.098209261,0.09727283,0.099076654,0.098055552,0.096986309,0.097648455,0.097153345,0.095878332,0.09707701,0.096147893,0.094965717,0.096025424,0.095006145
Fn-0.99,1.157454793,1.483396361,0.503368659,0.436622275,0.404819255,0.349000719,0.327620175,0.297187428,0.269510656,0.252419469,0.24339616,0.228309921,0.216811455,0.207451538,0.197520776,0.188791252,0.188194183,0.181280633,0.17517917,0.175080112,0.1696362,0.164636079,0.160094874,0.156187334,0.156123198,0.153339421,0.149054399,0.149628075,0.145716501,0.142115127,0.142332952,0.139633237,0.136335791,0.136910969,0.134604077,0.133002349,0.130020562,0.131198397,0.130110614,0.126797721,0.128428928,0.126078373,0.124720592,0.12617216,0.123990806,0.12155246,0.121489807,0.12085479,0.121978107,0.121136703,0.118802357,0.120207105,0.117669926,0.117261866,0.1142097,0.115674437,0.11402049,0.114882815,0.113070246,0.112154331,0.112559071,0.110652732,0.108397963,0.108764976,0.107934381,0.106394957,0.107756852,0.10580782,0.104496565,0.105652574,0.10435173,0.102438707,0.103771072,0.102520349,0.101638434,0.101699608,0.100252682,0.101073908,0.100204531,0.099337114,0.097720197,0.098578488,0.098246726,0.098257267,0.097810274,0.096452766,0.097300348,0.096284521,0.095926638,0.096306721,0.095003719,0.094447189,0.094458828,0.093542242,0.093277789,0.092287329,0.092895065,0.09228585,0.092898617
Fn-1.01,1.144937293,1.488612657,0.486846269,0.431688261,0.397318933,0.342595529,0.320828307,0.290154159,0.265533791,0.244731206,0.237931775,0.224292342,0.210687923,0.202248707,0.192855376,0.192241175,0.183962012,0.177725563,0.171021634,0.171346727,0.16553785,0.16005944,0.160214512,0.155534926,0.151390673,0.147471966,0.149194334,0.145574765,0.142993682,0.143374749,0.140830515,0.137246551,0.138042647,0.134473933,0.132019254,0.133386951,0.130573637,0.12742769,0.128425785,0.126725613,0.125158778,0.12502319,0.123738026,0.121785823,0.121605675,0.120354687,0.118377346,0.119080379,0.117097162,0.115385578,0.115816973,0.114763825,0.115436648,0.113973041,0.111912291,0.112784136,0.111969005,0.112493558,0.110381312,0.108911106,0.108449253,0.108724049,0.106265386,0.107231166,0.105705934,0.104518983,0.105818955,0.104074655,0.104537344,0.103683669,0.102320659,0.101135106,0.102559867,0.100565907,0.099369675,0.100517184,0.099800696,0.099706709,0.098813481,0.099597629,0.098533567,0.097398893,0.096066996,0.097388079,0.096364102,0.094920143,0.09573609,0.094055234,0.094717135,0.094443621,0.093822367,0.094498747,0.093721925,0.092881834,0.09358216,0.092209016,0.093290643,0.092696615,0.092049431
Fn-1.02,1.1485656,1.499258617,0.483799147,0.42610256,0.396718985,0.339163336,0.313005021,0.284284713,0.259842821,0.253091843,0.235095038,0.222522086,0.208061768,0.198199315,0.197693779,0.187110121,0.17935582,0.173435187,0.172300221,0.16796031,0.162702136,0.163520653,0.158024475,0.153455024,0.149160858,0.149290453,0.145297361,0.141710743,0.141597757,0.138920809,0.136985552,0.13733545,0.133096447,0.131178397,0.131332928,0.128991148,0.126790907,0.12790952,0.126132255,0.127191539,0.125140284,0.123798573,0.123516625,0.121493573,0.118976864,0.120349572,0.118748813,0.119471099,0.11793923,0.116405633,0.117189291,0.11639985,0.113526198,0.113954374,0.113132808,0.112563791,0.111564436,0.109852278,0.111209074,0.108813614,0.110011977,0.108367523,0.107138872,0.106033654,0.106941101,0.106004295,0.107287974,0.105759517,0.104677018,0.104770612,0.103738692,0.103893128,0.102441979,0.100928263,0.100127141,0.100603438,0.099433822,0.097954409,0.098608094,0.096870306,0.09811818,0.09699108,0.095204913,0.096706654,0.095964099,0.096127157,0.095387182,0.094299637,0.095751501,0.094053749,0.093143927,0.093821679,0.092526206,0.091905081,0.093236683,0.092104845,0.092445009,0.091269732,0.090842835
Fn-1.03,1.146838787,1.499245018,0.488113773,0.428110426,0.390734969,0.337244283,0.311201252,0.278325136,0.257299303,0.238608017,0.232123716,0.21725585,0.204547741,0.1946785,0.192007431,0.184291867,0.177138479,0.170228882,0.169945369,0.164032903,0.159769346,0.159553035,0.156031041,0.150550663,0.146887207,0.146909016,0.143287929,0.139867757,0.140314881,0.137147963,0.133624171,0.134339547,0.130677951,0.129052005,0.129472747,0.126433009,0.123778138,0.124692248,0.123099937,0.1238342,0.120983834,0.120634351,0.119575187,0.118480701,0.119323674,0.117512767,0.115144711,0.114805284,0.113078393,0.115206446,0.113983175,0.112587275,0.112327459,0.111178063,0.111494599,0.109242196,0.107515035,0.109094742,0.107900342,0.10824814,0.106989522,0.10538617,0.103384112,0.10302091,0.1021429,0.102513202,0.10128999,0.100144081,0.100980766,0.099386579,0.100507425,0.098851308,0.098479672,0.099710576,0.098048994,0.098224821,0.097514905,0.096605399,0.09730814,0.096031984,0.09530483,0.095034342,0.094280225,0.09526602,0.094144325,0.094323954,0.093298921,0.092246723,0.093533498,0.092992908,0.091355588,0.092282097,0.091345555,0.091488942,0.090456221,0.09030525,0.088555579,0.089143541,0.089216177
Fn-1.04,1.157689694,1.502690346,0.485335494,0.419385721,0.387632286,0.333992935,0.310232749,0.279441705,0.255876129,0.244605732,0.228135301,0.214964627,0.203602478,0.193140307,0.190731155,0.183492039,0.174980805,0.171959172,0.168745362,0.162647829,0.157816275,0.157712639,0.152612515,0.147377673,0.14608559,0.142788424,0.139052935,0.141261664,0.136934075,0.134139542,0.134267248,0.131121181,0.128793318,0.129536843,0.127151006,0.128574468,0.125709021,0.123753703,0.124884033,0.12347243,0.123565401,0.121427834,0.119241062,0.119819,0.118061213,0.115901317,0.117300368,0.11478378,0.115784887,0.114016447,0.111879617,0.112969193,0.11036686,0.108585056,0.109280488,0.108131376,0.109120178,0.10815825,0.108746346,0.10787952,0.106173271,0.107344631,0.106014442,0.107458766,0.106004735,0.10393099,0.104897353,0.104387605,0.104674453,0.103415883,0.101483624,0.102339544,0.100503435,0.099972612,0.100476357,0.098973949,0.097138918,0.097950203,0.097323832,0.098312244,0.097063347,0.09566936,0.096044765,0.094914891,0.095879021,0.094249131,0.093221225,0.094165494,0.092599376,0.09141064,0.092334275,0.091226153,0.092063944,0.091338387,0.090380753,0.091410661,0.091168287,0.089552976,0.089935801
